talkIdx,Idx,skipAble,brightCharacter,Name,TextKR,TextEN,TextJP,characterLeftest,characterLeftestFace,characterLeftestX,characterLeft,characterLeftFace,characterLeftX,characterRight,characterRightFace,characterRightX,characterRightest,characterRightestFace,characterRightestX,eventType,backGround,imagePlace,imageIdx,BackSnd,SFX
61,11,1,a1000,Ail Shell,…나를 위해서 생각해주는 건 고맙지만 난 괜찮아.,…I appreciate you thinking of me+o but I'm fine.,…俺のことを思ってくれるのはありがたいけど、大丈夫だ。,Yongsa,eyeClose_0,-75,Witch,panic_0,50,.,.,50,.,.,50,0,home,0,0,1,-999
61,12,1,a1000,Ail Shell,바르드도 무사히 돌아와서 다행이라고 할거고.,Bard will just be glad that I returned safely.,バルドだって無事に戻ってきてよかったって言うだろうし。,Yongsa,smile_0,-75,Witch,panic_0,50,.,.,50,.,.,50,0,home,0,0,1,-999
61,13,1,a1000,Ail Shell,게다가… 정 안되면 나갔다가 다시 들어오면 되잖아.,Besides… if it really doesn't work out+o\nI can just go out and come back in.,それに…どうしてもなら、一度出てからまた入ればいいじゃないか。,Yongsa,idle_0,-75,Witch,panic_0,50,.,.,50,.,.,50,0,home,0,0,1,-999
61,14,1,a1000,Ail Shell,그러니까 우선 이 기억까지만 되돌리고 나가자. 알겠지?,So let's just recover this last memory and then leave. Got it?,だから、とりあえずこの記憶まで取り戻したら外に出るとしよう。いいな？,Yongsa,say_0,-50,Witch,panic_0,50,.,.,50,.,.,50,0,home,0,0,1,-999
61,15,1,a0100,Grin,…네.,…Yes.,…はい。,Yongsa,say_0,-50,Witch,sad_0,75,.,.,50,.,.,50,0,home,0,0,1,-999
61,16,1,a0100,Grin,시작… 할게요.,I'll… start now.,始め…ますね。,Yongsa,say_0,-50,Witch,idle_0,0,.,.,50,.,.,50,0,home,0,0,1,11
62,0,1,a0300,Grace,이야아아압!!!,Hyaaaaaah!!,やああああっ！！！,Yongsa,doubt_0,-125,Grace,angry_1,0,.,.,50,.,.,125,1,trainningRoom,0,0,-999,-999
62,1,1,a1000,Ail Shell,읏,Ugh,よい,Yongsa,eyeClose_0,20,Grace,angry_1,-60,.,.,50,.,.,125,0,trainningRoom,0,0,-999,17
62,2,1,a1000,Ail Shell,차,Cha,しょ,Yongsa,eyeClose_1,0,Grace,angry_1,-125,.,.,50,.,.,125,0,trainningRoom,0,0,-999,-999
62,3,1,a0000, ,(퍼-억!),(Thump!),（ドカーン）,Yongsa,angry_1,-300,Grace,panic_2,-250,.,.,50,.,.,125,0,trainningRoom,0,0,-999,10
62,4,1,a0100,Grace,크에엑!,Kueeegh!,ぐえっ！,Yongsa,angry_1,-50,Grace,faint_0,-125,Bard,black_0,500,.,.,125,0,trainningRoom,0,0,-999,-999
62,5,1,a1000,Ail Shell,…수고하셨습니다.,…Good work.,…お疲れさまでした。,Yongsa,idle_0,0,Grace,faint_0,-125,Bard,black_0,150,.,.,125,0,trainningRoom,0,0,-999,33
62,6,1,a0010,Bard,…,…,…,Yongsa,idle_0,-50,Grace,faint_0,-125,Bard,idle_0,125,.,.,125,0,trainningRoom,0,0,-999,-999
62,7,1,a0010,Bard,(왜 아침부터 그레이스 양이 부르나 했더니...),(I wondered why Miss Grace called for me so early in the morning..),（朝からグレースさんが呼ぶから何かと思ったら…),Yongsa,idle_0,-50,Grace,faint_0,-125,Bard,eyeClose_0,125,.,.,125,0,trainningRoom,0,0,-999,-999
62,8,1,a0100,Grace,으으…,Ugh…,うう…,Yongsa,idle_0,-50,Grace,faint_0,-125,Bard,eyeClose_0,125,.,.,125,0,trainningRoom,0,0,12,-999
62,9,1,a0200,Grace,한 판 더해!,One more round!,もう一戦！,Yongsa,angry_0,0,Grace,angry_1,-50,Bard,eyeClose_0,125,.,.,125,0,trainningRoom,0,0,12,-999
62,11,1,a0010,Bard,…그레이스 양.,…Miss Grace.,…グレースさん。,Yongsa,idle_0,100,Grace,angry_1,-75,Bard,idle_0,0,.,.,125,0,trainningRoom,0,0,12,-999
62,12,1,a0010,Bard,이제 그만하지.,That's enough for now.,もうやめなさい。,Yongsa,idle_0,100,Grace,angry_1,-75,Bard,say_0,0,.,.,125,0,trainningRoom,0,0,12,-999
62,13,1,a0200,Grace,아직이에요! 아직 할 수 있어요!,Not yet! I can still do it!,まだです！まだできます！,Yongsa,idle_0,100,Grace,angry_0,-50,Bard,say_0,0,.,.,125,0,trainningRoom,0,0,12,16
62,14,1,a0010,Bard,담당 선생님이 기다리고 계신다네.,Your instructor is waiting for you.,担当の先生が待っておられるよ。,Yongsa,idle_0,100,Grace,angry_0,-75,Bard,eyeClose_1,-10,.,.,125,0,trainningRoom,0,0,12,-999
62,15,1,a0100,Grace,아직 더…,Just a bit more…,まだ…,Yongsa,idle_0,100,Grace,panic_1,-60,Bard,eyeClose_1,-10,.,.,125,0,trainningRoom,0,0,12,-999
62,16,1,a0010,Bard,벌써 20번 넘게 지지 않았나.,Haven't you already lost over 20 times?,すでに20回以上負けているじゃないか。,Yongsa,idle_0,100,Grace,panic_1,-60,Bard,say_0,0,.,.,125,0,trainningRoom,0,0,12,-999
62,17,1,a0100,Grace,…,…,…,Yongsa,idle_0,100,Grace,panic_1,-75,Bard,say_0,0,.,.,125,0,trainningRoom,0,0,12,-999
62,18,1,a0010,Bard,처음에 지켜보던 기사들도 모두 떠났어.,Even the knights who were watching at first have all left.,最初から見守っていた騎士たちも、もうみんな帰っている。,Yongsa,idle_0,100,Grace,panic_1,-75,Bard,idle_0,0,.,.,125,0,trainningRoom,0,0,12,-999
62,19,1,a0010,Bard,그레이스 양은 충분히 강하네. 의지도 있고.,Miss Grace+o you are strong enough. You have the will too.,グレースさんは十分強いし、意志もしっかりしてる。,Yongsa,idle_0,100,Grace,panic_1,-75,Bard,eyeClose_1,0,.,.,125,0,trainningRoom,0,0,12,-999
62,20,1,a0010,Bard,다만 애일이 너무 특출난 것일 뿐이야.,It's just that Ail is far too exceptional.,ただ、エイルが飛び抜けているだけさ。,Yongsa,idle_0,100,Grace,panic_1,-75,Bard,say_0,0,.,.,125,0,trainningRoom,0,0,12,-999
62,21,1,a0100,Grace,…,…,…,Yongsa,idle_0,100,Grace,sad_1,-75,Bard,say_0,0,.,.,125,0,trainningRoom,0,0,12,-999
62,22,1,a0100,Grace,(훌쩍),(Sniffle),（ぐすん）,Yongsa,idle_0,100,Grace,sad_2,-75,Bard,say_0,0,.,.,125,0,trainningRoom,0,0,12,-999
62,23,1,a0010,Bard,전용 훈련장으로 가보게. 애일과는 할 이야기가 있으니.,Go to the private training ground.\nI have something to discuss with Ail.,専用の訓練場へ行きなさい。エイルとは話があるから。,Yongsa,idle_0,100,Grace,sad_2,-75,Bard,eyeClose_1,0,.,.,125,0,trainningRoom,0,0,12,-999
62,24,1,a0100,Grace,…네.,…Yes.,…はい。,Yongsa,idle_0,100,Grace,sad_2,-75,Bard,eyeClose_1,0,.,.,125,0,trainningRoom,0,0,12,-999
62,25,1,a0000, , , , ,Yongsa,idle_0,100,Grace,sad_2,500,Bard,eyeClose_1,0,.,.,125,0,trainningRoom,0,0,12,17
62,26,1,a0010,Bard,…,…,…,Yongsa,idle_0,75,.,.,500,Bard,idle_0,-75,.,.,125,0,trainningRoom,0,0,12,-999
62,27,1,a0010,Bard,한 번 정도는 져줘도 되지 않았나?,Couldn't you have let her win just once?,一度くらいは負けてやってもよかったんじゃないか？,Yongsa,idle_0,75,.,.,500,Bard,angry_0,-75,.,.,125,0,trainningRoom,0,0,12,-999
62,28,1,a1000,Ail Shell,…,…,…,Yongsa,eyeClose_0,75,.,.,500,Bard,angry_0,-75,.,.,125,0,trainningRoom,0,0,12,-999
62,29,1,a1000,Ail Shell,기사단장님.,Commander.,団長。,Yongsa,eyeClose_1,50,.,.,500,Bard,angry_0,-75,.,.,125,0,trainningRoom,0,0,12,-999
62,30,1,a0010,Bard,…이긴 것 치고는 안색이 좋지 않군.,…You don't look very happy for someone who won.,…勝ったにしては顔色が優れんな。,Yongsa,eyeClose_1,50,.,.,500,Bard,doubt_0,-75,.,.,125,0,trainningRoom,0,0,12,-999
62,31,1,a0010,Bard,말해보게.,Speak.,話してみなさい。,Yongsa,eyeClose_1,50,.,.,500,Bard,say_0,-75,.,.,125,0,trainningRoom,0,0,12,-999
62,32,1,a1000,Ail Shell,저번 던전에서… 사람을 베었습니다.,In the last dungeon… I cut down a person.,前回のダンジョンで…人を斬りました。,Yongsa,say_0,50,.,.,500,Bard,say_0,-75,.,.,125,0,trainningRoom,0,0,12,-999
62,33,1,a1000,Ail Shell,던전의 제물에다가… 이미 죽었던 사람이었지만…,She was a sacrifice for the dungeon…\nand someone who had already died…,ダンジョンの供物で…すでに死んでいた人でしたが…,Yongsa,idle_0,50,.,.,500,Bard,say_0,-75,.,.,125,0,trainningRoom,0,0,12,-999
62,34,1,a1000,Ail Shell,그 안에서는… 확실히 사람이었어요.,But inside… she was definitely a person.,ダンジョンの中では…間違いなく人でした。,Yongsa,eyeClose_0,75,.,.,500,Bard,say_0,-75,.,.,125,0,trainningRoom,0,0,12,-999
62,35,1,a0010,Bard,…,…,…,Yongsa,eyeClose_0,75,.,.,500,Bard,idle_0,-75,.,.,125,0,trainningRoom,0,0,12,-999
62,36,1,a1000,Ail Shell,스캐빈저 기사단은 거짓을 없애는 기사단이라고 했죠.,You said the Scavenger Knights are knights who eliminate false.,スカベンジャー騎士団は、偽りを断つ騎士団だと言いましたよね。,Yongsa,idle_0,50,.,.,500,Bard,idle_0,-75,.,.,125,0,trainningRoom,0,0,12,-999
62,37,1,a1000,Ail Shell,정말로… 그들을 베어도 괜찮은 건가요?,Is it really… okay to cut them down?,本当に…彼らを斬ってよかったんでしょうか？,Yongsa,say_0,50,.,.,500,Bard,idle_0,-75,.,.,125,0,trainningRoom,0,0,12,-999
62,38,1,a0010,Bard,…,…,…,Yongsa,say_0,50,.,.,500,Bard,idle_0,-75,.,.,125,0,trainningRoom,0,0,-999,-999
62,39,1,a0010,Bard,…그녀는 뭐라고 했는가?,…What did she say?,…彼女はなんと言っていた？,Yongsa,say_0,50,.,.,500,Bard,say_0,-50,.,.,125,0,trainningRoom,0,0,-999,-999
62,40,1,a1000,Ail Shell,네?,What…?,え？,Yongsa,panic_3,75,.,.,500,Bard,say_0,-50,.,.,125,0,trainningRoom,0,0,-999,-999
62,41,1,a0010,Bard,운명 앞에서 생명은 생각보다 약하다. 이리 휘둘리고 저리 휘둘리지.,Life is weaker than one thinks in the face of destiny.\nIt is tossed and turned here and there.,運命の前では、命は思ったより脆い。翻弄されるものだ。,Yongsa,panic_3,75,.,.,500,Bard,eyeClose_0,-75,.,.,125,0,trainningRoom,0,0,-999,-999
62,42,1,a0010,Bard,나도 언젠가 그 운명 앞에서 무너져 내릴거고. 확실해.,I+o too+o will crumble before that destiny one day. I'm certain of it.,俺もいつかはその運命の前に崩れ落ちるだろう。間違いなくな。,Yongsa,panic_3,75,.,.,500,Bard,eyeClose_1,-75,.,.,125,0,trainningRoom,0,0,-999,-999
62,43,1,a1000,Ail Shell,에이… 그럴리가.,…no way.,まさか…そんなこと…,Yongsa,doubt_0,75,.,.,500,Bard,eyeClose_1,-75,.,.,125,0,trainningRoom,0,0,-999,-999
62,44,1,a0010,Bard,…그렇게 보이나?,…Is that how it looks?,…そう見えるか？,Yongsa,doubt_0,75,.,.,500,Bard,idle_0,-75,.,.,125,0,trainningRoom,0,0,-999,-999
62,45,1,a1000,Ail Shell,…,…,…,Yongsa,idle_0,75,.,.,500,Bard,idle_0,-75,.,.,125,0,trainningRoom,0,0,-999,-999
62,46,1,a0010,Bard,…운명은 시련을 주는 존재다.,…Destiny is an entity that gives trials.,…運命とは、人々に試練を与えるものだ。,Yongsa,idle_0,75,.,.,500,Bard,doubt_0,-75,.,.,125,0,trainningRoom,0,0,-999,-999
62,47,1,a0010,Bard,사람은 스스로 그것들을 이겨낼 수 있지만… 언제나 거짓들이 우리의 눈을 가릴 테지.,Humans can overcome them on their own…\nbut false will always blind our eyes.,人は自らそれを乗り越えることができる。だがいつだって偽りが我々の目を覆うだろう。,Yongsa,idle_0,75,.,.,500,Bard,eyeClose_0,-75,.,.,125,0,trainningRoom,0,0,-999,-999
62,48,1,a0010,Bard,그 거짓들은 나아가는 우리를 조롱하고... 시련을 넘어서는 걸 방해할거다.,Those falses mock us as we move forward..\nand hinder us from overcoming the trials.,その偽りは、進もうとする我々を嘲り…試練を越えるのを妨げる。,Yongsa,idle_0,75,.,.,500,Bard,angry_0,-75,.,.,125,0,trainningRoom,0,0,-999,-999
62,49,1,a0010,Bard,간절한 자들은 그것들에 홀릴지도 모르고.,Those who are desperate may be bewitched by them.,切実に願う者ほど、それに惑わされるかもしれん。,Yongsa,idle_0,75,.,.,500,Bard,doubt_0,-75,.,.,125,0,trainningRoom,0,0,-999,-999
62,50,1,a1000,Ail Shell,스캐빈저 기사단의 임무는…,The mission of the Scavenger Knights is…,スカベンジャー騎士団の使命は…,Yongsa,say_0,75,.,.,500,Bard,doubt_0,-75,.,.,125,0,trainningRoom,0,0,-999,-999
62,51,1,a0010,Bard,그런 거짓을 없애는 것이다.,To eliminate such falses.,そんな偽りを断つことだ。,Yongsa,say_0,75,.,.,500,Bard,say_0,-75,.,.,125,0,trainningRoom,0,0,-999,-999
62,52,1,a0010,Bard,사람들이 거짓에 홀리지 않고 그 앞으로 나아갈 수 있도록 말이야.,So that people are not bewitched by lies and can move forward.,人々が偽りに惑わされず、前へ進めるようにするためだ。,Yongsa,say_0,75,.,.,500,Bard,smile_0,-50,.,.,125,0,trainningRoom,0,0,-999,-999
62,53,1,a0010,Bard,그들이… 너무 슬픈 짐에 묶이지 않도록 말이야.,So that they… are not bound by burdens that are too sorrowful.,彼らが…あまりに悲しい荷に縛られぬようにな。,Yongsa,say_0,75,.,.,500,Bard,eyeClose_0,-75,.,.,125,0,trainningRoom,0,0,-999,-999
62,54,1,a1000,Ail Shell,…터무니 없는 이야기에요.,…That's an absurd story.,…馬鹿げた話です。,Yongsa,doubt_0,75,.,.,500,Bard,eyeClose_0,-75,.,.,125,0,trainningRoom,0,0,-999,-999
62,55,1,a1000,Ail Shell,우리가 모든 걸 막을 수는 없어요.,We can't stop everything.,俺たちに全部を防ぐことなんてできない。,Yongsa,angry_0,75,.,.,500,Bard,eyeClose_0,-75,.,.,125,0,trainningRoom,0,0,-999,-999
62,56,1,a1000,Ail Shell,제 한 치 앞도 가늠이 안된다고요! 게다가…!,I can't even gauge what's right in front of me! And besides…!,自分の一歩先すら見えないんですよ！ それに…！,Yongsa,angry_1,50,.,.,500,Bard,eyeClose_0,-75,.,.,125,0,trainningRoom,0,0,-999,-999
62,57,1,a1000,Ail Shell,…당신도 언젠가 무너져내린다면서요.,…You said you'll crumble one day too.,…あなたもいつかは崩れ落ちるって言ったじゃないですか。,Yongsa,idle_0,75,.,.,500,Bard,eyeClose_0,-75,.,.,125,0,trainningRoom,0,0,-999,-999
62,58,1,a0010,Bard,그렇지. 네 말이 맞다. 나도 무너질거야.,That's right. You're correct. I will crumble.,その通りだ。君の言う通り、俺も崩れる。,Yongsa,idle_0,75,.,.,500,Bard,idle_0,-75,.,.,125,0,trainningRoom,0,0,25,-999
62,59,1,a0010,Bard,무너져야지.,I must crumble.,崩れねばならん。,Yongsa,idle_0,75,.,.,500,Bard,eyeClose_1,-75,.,.,125,0,trainningRoom,0,0,25,-999
62,60,1,a0010,Bard,누군가가 나아갈 수 있게 하고…,So that someone else can move forward…,誰かが前へ進めるように…,Yongsa,idle_0,75,.,.,500,Bard,smile_0,-75,.,.,125,0,trainningRoom,0,0,25,-999
62,61,1,a0010,Bard,누군가의 거짓이 되지 않기 위해서.,And so that I do not become someone else's false.,誰かの偽りにならないために。,Yongsa,idle_0,75,.,.,500,Bard,smile_1,-75,.,.,125,0,trainningRoom,0,0,25,-999
62,62,1,a1000,Ail Shell,…!,…!,…！,Yongsa,surprise_0,75,.,.,500,Bard,smile_1,-75,.,.,125,0,trainningRoom,0,0,25,-999
62,63,1,a0010,Bard,이번 전투에서 밥을 포함한 대원들을 잃었다.,In this battle+o we lost members+o including Bob.,今回の戦いで、ボブを含め多くの仲間を失った。,Yongsa,surprise_0,75,.,.,500,Bard,idle_0,-75,.,.,125,0,trainningRoom,0,0,25,-999
62,64,1,a0010,Bard,그들 덕분에 지금 여기에 우리가 있는 거고,It's thanks to them that we are here now+o and,彼らのおかげで、今こうして我々がここにいる。,Yongsa,surprise_0,75,.,.,500,Bard,eyeClose_1,-75,.,.,125,0,trainningRoom,0,0,25,-999
62,65,1,a0010,Bard,네 판단 덕분에 지금 남은 대원들이 살아있다.,It's thanks to your judgment that the remaining members are alive.,そして君の判断のおかげで、残った仲間たちは今も生きている。,Yongsa,surprise_0,75,.,.,500,Bard,smile_1,-50,.,.,125,0,trainningRoom,0,0,25,-999
62,66,1,a1000,Ail Shell,…,…,…,Yongsa,idle_0,75,.,.,500,Bard,smile_1,-50,.,.,125,0,trainningRoom,0,0,25,-999
62,67,1,a0010,Bard,다시 묻지. 그 던전에 사용된 제물로 사용된 여인.,I ask again. The woman used as a sacrifice in that dungeon.,もう一度聞こう。あのダンジョンで供物にされた女性。,Yongsa,idle_0,75,.,.,500,Bard,eyeClose_0,-75,.,.,125,0,trainningRoom,0,0,25,-999
62,68,1,a0010,Bard,…그녀는 뭐라고 했는가?,…What did she say?,…彼女はなんと言っていた？,Yongsa,idle_0,75,.,.,500,Smirk,black_0,-75,.,.,125,1,destinyPoint,0,0,25,-999
62,69,1,a1000,Ail Shell,…,…,…,Yongsa,shadow_0,75,.,.,500,Smirk,black_0,-75,.,.,125,0,destinyPoint,0,0,25,-999
62,70,1,a1000,Ail Shell,고맙다고…,She told me…,ありがとう…と、,Yongsa,sad_3,50,.,.,500,Bard,eyeClose_0,-75,.,.,125,0,trainningRoom,0,0,25,-999
62,70,1,a3000,Ail Shell,말해줬습니다…,Thank you…,言ってくれました…,Yongsa,sad_1,50,.,.,500,Bard,eyeClose_0,-75,.,.,125,0,trainningRoom,0,0,25,-999
62,71,1,a0010,Bard,…그래.,…I see.,…そうか。,Yongsa,sad_1,25,.,.,500,Bard,eyeClose_0,-25,.,.,125,1,trainningRoom,1,124,25,-999
62,72,1,a0010,Bard,그럼 그녀 또한 네 덕분에 나아간 것이겠구나.,Then she was able to move forward thanks to you+o too.,ならば彼女も、君のおかげで前へ進めたのだろう。,Yongsa,sad_1,25,.,.,500,Bard,eyeClose_0,-25,.,.,125,0,trainningRoom,1,125,25,-999
62,73,1,a0000, , , , ,Yongsa,black_0,25,.,.,500,Bard,eyeClose_0,-50,.,.,125,1,trainningRoom,0,0,25,-999
62,75,1,a1000,Ail Shell,…,…,…,Yongsa,black_0,50,.,.,500,Bard,eyeClose_0,-50,.,.,125,0,trainningRoom,0,0,-999,17
62,76,1,a0010,Bard,진정했나?,Have you calmed down?,少しは落ち着いたか？,Yongsa,black_0,50,.,.,500,Bard,smile_0,-50,.,.,125,0,trainningRoom,0,0,-999,-999
62,77,1,a2000,Ail Shell,…네.,…Yes.,…はい。,Yongsa,shame_0,50,.,.,500,Bard,smile_0,-50,.,.,125,0,trainningRoom,0,0,-999,16
62,78,1,a0010,Bard,자 그럼 다시 훈련 시간이다.,Now then+o it's time for training again.,では、訓練に戻るとしよう。,Yongsa,shame_0,50,.,.,500,Bard,eyeClose_0,-25,.,.,125,0,trainningRoom,0,0,4,-999
62,79,1,a0010,Bard,그레이스 양의 복수는 내가 직접하도록 하지.,I shall personally handle Miss Grace's revenge.,グレースさんの復讐は、この俺が直接果たす。,Yongsa,shame_0,50,.,.,500,Bard,smile_1,-25,.,.,125,0,trainningRoom,0,0,4,33
62,80,1,a1000,Ail Shell,…기사단장님.,…Commander.,…団長。,Yongsa,shadow_0,50,.,.,500,Bard,smile_1,-25,.,.,125,0,trainningRoom,0,0,4,-999
62,81,1,a0010,Bard,?,?,？,Yongsa,shadow_0,25,.,.,500,Bard,idle_0,-75,.,.,125,0,trainningRoom,0,0,4,-999
62,82,1,a1000,Ail Shell,엄청난 재능과 힘을 가진 자가 있다면…,If there were someone with immense talent and power…,もしも、とてつもない才能と力を持つ者がいたなら…,Yongsa,say_0,50,.,.,500,Bard,idle_0,-75,.,.,125,0,trainningRoom,0,0,4,-999
62,83,1,a1000,Ail Shell,더 많은 <거짓>을 없앨 수 있을까요…?,Could we eliminate more <false>?,もっと多くの〈偽り〉を打ち払えるのでしょうか…？,Yongsa,doubt_0,25,.,.,500,Bard,idle_0,-75,.,.,125,0,trainningRoom,0,0,4,-999
62,84,1,a0020,Bard,그야 당연하지!,Of course!,それはもちろんだ！,Yongsa,doubt_0,25,.,.,500,Bard,smile_1,0,.,.,125,0,trainningRoom,0,0,4,-999
62,85,1,a0010,Bard,강한 힘을 가지고 올바르게 사용할 수 있다면,If one possesses great power and can use it correctly+o,強い力を持ち、それを正しく使えるならば…,Yongsa,doubt_0,25,.,.,500,Bard,smile_0,-50,.,.,125,0,trainningRoom,0,0,4,-999
62,86,1,a0030,Bard,수많은 거짓을 없애고 사람을 구하는… 그야말로 용사가 될 수 있을 거다!,He could eliminate countless falses and save people…\nHe could truly become a hero!,数多の偽りを消し、人を救う…まさしく勇者になれるだろう！,Yongsa,doubt_0,25,.,.,500,Bard,smile_1,-50,.,.,125,0,trainningRoom,0,0,4,-999
62,87,1,a1000,Ail Shell,…그렇군요.,…I see.,…そうですか。,Yongsa,shadow_0,50,.,.,500,Bard,smile_1,-50,.,.,125,0,trainningRoom,0,0,4,-999
62,88,1,a2000,Ail Shell,결정했습니다! 바르드 기사단장님!,I've decided! Knight Commander Bard!,決めました！バルド団長！,Yongsa,angry_2,0,.,.,500,Bard,smile_1,-50,.,.,125,0,trainningRoom,0,0,4,-999
62,89,1,a0020,Bard,그래!,Yes!,そうか！,Yongsa,angry_2,0,.,.,500,Bard,smile_0,-50,.,.,125,0,trainningRoom,0,0,4,-999
62,90,1,a1000,Ail Shell,저 휴가 좀 내겠습니다!,I'm taking a vacation!,休暇を使わせていただきます！,Yongsa,shine_0,-500,.,.,500,Bard,smile_0,50,.,.,125,0,trainningRoom,0,0,4,32
62,91,1,a0000, ,( 쾅! ),( SLAM! ),（バタン！）,Yongsa,shine_0,-500,.,.,500,Bard,smile_0,50,.,.,125,0,trainningRoom,0,0,4,52
62,92,1,a0010,Bard,그래! 더욱 힘내서 훈련을…,Yes!\nNow let's put more effort into traini—,そうか！もっと気合を入れて訓練を…,.,.,-500,.,.,500,Bard,smile_1,50,.,.,125,0,trainningRoom,0,0,4,-999
62,93,1,a0010,Bard,응? 뭐라고…?,Huh? What…?,ん？今なんと…？,.,.,-500,.,.,500,Bard,panic_0,0,.,.,125,0,trainningRoom,0,0,-999,-999
62,94,1,a0000, , , , ,.,.,-500,.,.,500,.,.,0,.,.,125,1,black,1,126,-999,18
62,95,1,a0000, , , , ,.,.,-500,.,.,500,.,.,0,.,.,125,0,black,1,127,-999,19
62,96,1,a0000, , , , ,.,.,-75,.,.,-125,.,.,0,.,.,125,0,black,1,128,-999,16
62,97,1,a0000, , , , ,Yongsa,black_0,-400,witchYoung,black_0,-500,Greret,eyeClose_0,400,.,.,125,0,black,1,129,-999,19
62,98,1,a0010,Greret,…그래서,…So,…それで？,Yongsa,black_0,-75,witchYoung,black_0,-125,Greret,eyeClose_0,75,.,.,125,0,library,0,0,-999,-999
62,99,1,a0100,Grin,(덜덜덜덜덜덜),(Tremble tremble tremble),（ガタガタガタガタ）,Yongsa,black_0,-75,witchYoung,panic_3,-100,Greret,eyeClose_0,75,.,.,125,0,library,0,0,-999,46
62,100,1,a0010,Greret,나한테 뭘 해달라고…?,What exactly are you asking me to do…?,私に何をしてほしいって…？,Yongsa,black_0,-75,witchYoung,panic_3,-100,Greret,panic_0,50,.,.,125,0,library,0,0,-999,-999
62,101,1,a1000,Ail Shell,Grin에게... ,Please teach…,グリンに…,Yongsa,shadow_0,-50,witchYoung,panic_3,-100,Greret,panic_0,50,.,.,125,0,library,0,0,-999,-999
62,102,1,a2000,Ail Shell,마법을 알려주세요!,magic to Grin!,魔法を教えてください！,Yongsa,shine_0,0,witchYoung,panic_3,-100,Greret,panic_0,50,.,.,125,0,focus,0,0,-999,36
63,0,1,a1000,Ail Shell,…,…,…,Yongsa,shadow_0,-75,Witch,idle_0,75,.,.,50,.,.,125,1,home,0,0,1,-999
63,1,1,a1000,Ail Shell,하하…,Haha…,はは…,Yongsa,lie_0,-75,Witch,idle_0,75,.,.,51,.,.,126,0,home,0,0,1,-999
63,2,1,a1000,Ail Shell,나... 엄청 무례한 짓을 했네.,I… did something incredibly rude.,俺…とんでもなく無礼なことをしたな。,Yongsa,shame_0,-75,Witch,idle_0,75,.,.,52,.,.,127,0,home,0,0,1,-999
63,3,1,a0100,Grin,그러게요.,Indeed.,そうですね。,Yongsa,shame_0,-75,Witch,smile_1,50,.,.,53,.,.,128,0,home,0,0,1,-999
63,4,1,a0100,Grin,...조금은 자중하셨으면 좋았을 텐데 말이죠.,...I wish you had exercised a bit more restraint.,…少しは控えてくれればよかったんですけど。,Yongsa,shame_0,-75,Witch,smile_0,50,.,.,54,.,.,129,0,home,0,0,1,-999
63,5,1,a1000,Ail Shell,그… 그래도 봐봐.,But… look.,でも、考えてみろ。,Yongsa,lie_0,-85,Witch,smile_0,50,.,.,55,.,.,130,0,home,0,0,1,-999
63,6,1,a2000,Ail Shell,덕분에 너도 훌륭한 마법사로 잘 컸잖아?,Thanks to that+o you grew up to be a wonderful mage+o didn't you?,そのおかげで、お前だって立派な魔法使いになったじゃないか。,Yongsa,smile_1,-50,Witch,smile_0,50,.,.,56,.,.,131,0,home,0,0,1,-999
63,7,1,a0100,Grin,…,…,…,Yongsa,smile_1,-50,Witch,lie_0,75,.,.,57,.,.,132,0,home,0,0,1,-999
63,8,1,a1000,Ail Shell,…그럼 준비도 끝났으니,…Well+o now that the preparations are finished+o,…さあ、準備も整ったし,Yongsa,eyeClose_0,-75,Witch,lie_0,75,.,.,58,.,.,133,0,home,0,0,1,-999
63,9,1,a1000,Ail Shell,나가볼까? 밖으로!,Shall we go+o Outside!,行こうか？外へ！,Yongsa,smile_0,-50,Witch,lie_0,75,.,.,59,.,.,134,0,home,0,0,1,-999
63,0,1,a0000, , , , ,.,.,30,.,.,80,.,.,0,.,.,500,1,kingdomFront,0,0,-999,-999
63,1,1,a0020, ,(잠시 후+o 불완전한 포인트),(A moment later+o Unstable Point),(20分後+o 不完全な「ポイント」),.,.,400,.,.,500,Owl,black_0,0,.,.,500,0,kingdomFront,0,0,-999,-999
63,1,1,a0020,Flutter,구멍 준비 완료!,Hole ready!,準備完了！,.,.,400,.,.,500,Owl,proud_1,0,.,.,500,0,focus,0,0,-999,14
63,1,1,a0010,Flutter,이 곳을 지나가면 바로 바깥이에요!,Once you pass through here+o you'll be right outside!,この穴を通れば外に出られます！,.,.,400,.,.,500,Owl,proud_0,0,.,.,500,0,focus,0,0,-999,24
63,2,1,a1000,Ail Shell,오오…,Ooh…,おお…,Yongsa,shine_0,30,Witch,sad_2,80,Owl,proud_0,-50,.,.,500,0,kingdomFront,0,0,8,-999
63,3,1,a1000,Ail Shell,그러면 슬슬 나가볼까?,Then shall we head out?,じゃあ、そろそろ出るとしようか。,Yongsa,smile_0,20,Witch,sad_2,80,Owl,proud_0,-50,.,.,500,0,kingdomFront,0,0,8,-999
63,4,1,a0010,Flutter,아 맞다. 이 구멍도 엄청 불완전하니까,Oh+o right. This hole is very unstable+o so,あ、そうそう。この穴もかなり不安定だから、,Yongsa,smile_0,20,Witch,sad_2,80,Owl,idle_1,-50,.,.,500,0,kingdomFront,0,0,8,-999
